Detector geometry infos
Layer / Ladder / Module / Mid_Strip / Mid_Segment / Xrange / Yrange / Zrange / Xmid / Ymid / Zmid
9 / 40 / 6 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / -53.9184
9 / 40 / 7 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.4545 / -64.6501 / -43.7787
9 / 40 / 8 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / -34.2824
9 / 40 / 9 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.4545 / -64.6501 / -24.2189
9 / 40 / 10 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / -14.4936
9 / 40 / 11 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.4545 / -64.6501 / -4.50683
9 / 40 / 12 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / 5.44923
9 / 40 / 13 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.4545 / -64.6501 / 15.2792
9 / 40 / 14 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / 25.3079
9 / 40 / 15 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.4545 / -64.6501 / 34.9081
9 / 40 / 16 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / 45.0132
9 / 40 / 17 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.4545 / -64.6501 / 54.3853
9 / 40 / 18 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.025 / -61.871 / -65.0882 / 64.5663
9 / 40 / 19 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.02499 / -61.4545 / -64.6501 / 73.7122
9 / 40 / 20 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.02499 / -61.871 / -65.0882 / 83.9685
9 / 40 / 21 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.02499 / -61.4545 / -64.6501 / 92.8899
9 / 40 / 22 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.02499 / -61.871 / -65.0882 / 103.221
9 / 40 / 23 / 507.5 / 0.5 / 6.62098 / -6.29372 / 5.02499 / -61.4545 / -64.6501 / 111.919
9 / 41 / 0 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.7443 / -69.4319 / -111.921
9 / 41 / 1 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.3744 / -68.954 / -101.557
9 / 41 / 2 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.7443 / -69.4319 / -92.7367
9 / 41 / 3 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.3744 / -68.954 / -82.4464
9 / 41 / 4 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.7443 / -69.4319 / -73.4027
9 / 41 / 5 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / -63.1875
9 / 41 / 6 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / -53.9184
9 / 41 / 7 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / -43.7787
9 / 41 / 8 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / -34.2824
9 / 41 / 9 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / -24.2189
9 / 41 / 10 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / -14.4936
9 / 41 / 11 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / -4.50683
9 / 41 / 12 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / 5.44923
9 / 41 / 13 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / 15.2792
9 / 41 / 14 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / 25.3079
9 / 41 / 15 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / 34.9081
9 / 41 / 16 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / 45.0132
9 / 41 / 17 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.3744 / -68.954 / 54.3853
9 / 41 / 18 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.025 / -53.7443 / -69.4319 / 64.5663
9 / 41 / 19 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.3744 / -68.954 / 73.7122
9 / 41 / 20 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.7443 / -69.4319 / 83.9685
9 / 41 / 21 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.3744 / -68.954 / 92.8899
9 / 41 / 22 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.7443 / -69.4319 / 103.221
9 / 41 / 23 / 507.5 / 0.5 / 7.22374 / -5.59158 / 5.02499 / -53.3744 / -68.954 / 111.919
9 / 42 / 0 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.5023 / -76.2104 / -111.921
9 / 42 / 1 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.1826 / -75.6975 / -101.557
9 / 42 / 2 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.5023 / -76.2104 / -92.7367
9 / 42 / 3 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.1826 / -75.6975 / -82.4464
9 / 42 / 4 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.5023 / -76.2104 / -73.4027
9 / 42 / 5 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / -63.1875
9 / 42 / 6 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / -53.9184
9 / 42 / 7 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / -43.7787
9 / 42 / 8 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / -34.2824
9 / 42 / 9 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / -24.2189
9 / 42 / 10 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / -14.4936
9 / 42 / 11 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / -4.50683
9 / 42 / 12 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / 5.44923
9 / 42 / 13 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / 15.2792
9 / 42 / 14 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / 25.3079
9 / 42 / 15 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / 34.9081
9 / 42 / 16 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / 45.0132
9 / 42 / 17 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.1826 / -75.6975 / 54.3853
9 / 42 / 18 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.025 / -47.5023 / -76.2104 / 64.5663
9 / 42 / 19 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.1826 / -75.6975 / 73.7122
9 / 42 / 20 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.5023 / -76.2104 / 83.9685
9 / 42 / 21 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.1826 / -75.6975 / 92.8899
9 / 42 / 22 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.5023 / -76.2104 / 103.221
9 / 42 / 23 / 507.5 / 0.5 / 7.75237 / -4.83209 / 5.02499 / -47.1826 / -75.6975 / 111.919
9 / 43 / 0 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.6676 / -78.8293 / -111.921
9 / 43 / 1 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.4014 / -78.2867 / -101.557
9 / 43 / 2 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.6676 / -78.8293 / -92.7367
9 / 43 / 3 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.4014 / -78.2867 / -82.4464
9 / 43 / 4 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.6676 / -78.8293 / -73.4027
9 / 43 / 5 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / -63.1875
9 / 43 / 6 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / -53.9184
9 / 43 / 7 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / -43.7787
9 / 43 / 8 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / -34.2824
9 / 43 / 9 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / -24.2189
9 / 43 / 10 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / -14.4936
9 / 43 / 11 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / -4.50683
9 / 43 / 12 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / 5.44923
9 / 43 / 13 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / 15.2792
9 / 43 / 14 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / 25.3079
9 / 43 / 15 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / 34.9081
9 / 43 / 16 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / 45.0132
9 / 43 / 17 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.4014 / -78.2867 / 54.3853
9 / 43 / 18 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.025 / -38.6676 / -78.8293 / 64.5663
9 / 43 / 19 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.4014 / -78.2867 / 73.7122
9 / 43 / 20 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.6676 / -78.8293 / 83.9685
9 / 43 / 21 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.4014 / -78.2867 / 92.8899
9 / 43 / 22 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.6676 / -78.8293 / 103.221
9 / 43 / 23 / 507.5 / 0.5 / 8.20145 / -4.02299 / 5.02499 / -38.4014 / -78.2867 / 111.919
9 / 44 / 0 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -31.1889 / -84.2125 / -111.921
9 / 44 / 1 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -30.979 / -83.6457 / -101.557
9 / 44 / 2 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -31.1889 / -84.2125 / -92.7367
9 / 44 / 3 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -30.979 / -83.6457 / -82.4464
9 / 44 / 4 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -31.1889 / -84.2125 / -73.4027
9 / 44 / 5 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / -63.1875
9 / 44 / 6 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / -53.9184
9 / 44 / 7 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / -43.7787
9 / 44 / 8 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / -34.2824
9 / 44 / 9 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / -24.2189
9 / 44 / 10 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / -14.4936
9 / 44 / 11 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / -4.50683
9 / 44 / 12 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / 5.44923
9 / 44 / 13 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / 15.2792
9 / 44 / 14 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / 25.3079
9 / 44 / 15 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / 34.9081
9 / 44 / 16 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / 45.0132
9 / 44 / 17 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -30.979 / -83.6457 / 54.3853
9 / 44 / 18 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.025 / -31.1889 / -84.2125 / 64.5663
9 / 44 / 19 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -30.979 / -83.6457 / 73.7122
9 / 44 / 20 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -31.1889 / -84.2125 / 83.9685
9 / 44 / 21 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -30.979 / -83.6457 / 92.8899
9 / 44 / 22 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -31.1889 / -84.2125 / 103.221
9 / 44 / 23 / 507.5 / 0.5 / 8.56637 / -3.17264 / 5.02499 / -30.979 / -83.6457 / 111.919
9 / 45 / 0 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -22.0079 / -84.9994 / -111.921
9 / 45 / 1 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -21.8564 / -84.4143 / -101.557
9 / 45 / 2 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -22.0079 / -84.9994 / -92.7367
9 / 45 / 3 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -21.8564 / -84.4143 / -82.4464
9 / 45 / 4 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -22.0079 / -84.9994 / -73.4027
9 / 45 / 5 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / -63.1875
9 / 45 / 6 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / -53.9184
9 / 45 / 7 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / -43.7787
9 / 45 / 8 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / -34.2824
9 / 45 / 9 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / -24.2189
9 / 45 / 10 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / -14.4936
9 / 45 / 11 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / -4.50683
9 / 45 / 12 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / 5.44923
9 / 45 / 13 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / 15.2792
9 / 45 / 14 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / 25.3079
9 / 45 / 15 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / 34.9081
9 / 45 / 16 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / 45.0132
9 / 45 / 17 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -21.8564 / -84.4143 / 54.3853
9 / 45 / 18 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.025 / -22.0079 / -84.9994 / 64.5663
9 / 45 / 19 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -21.8564 / -84.4143 / 73.7122
9 / 45 / 20 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -22.0079 / -84.9994 / 83.9685
9 / 45 / 21 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -21.8564 / -84.4143 / 92.8899
9 / 45 / 22 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -22.0079 / -84.9994 / 103.221
9 / 45 / 23 / 507.5 / 0.5 / 8.84338 / -2.2897 / 5.02499 / -21.8564 / -84.4143 / 111.919
9 / 46 / 0 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5986 / -88.7669 / -111.921
9 / 46 / 1 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5071 / -88.1695 / -101.557
9 / 46 / 2 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5986 / -88.7669 / -92.7367
9 / 46 / 3 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5071 / -88.1695 / -82.4464
9 / 46 / 4 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5986 / -88.7669 / -73.4027
9 / 46 / 5 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / -63.1875
9 / 46 / 6 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / -53.9184
9 / 46 / 7 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / -43.7787
9 / 46 / 8 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / -34.2824
9 / 46 / 9 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / -24.2189
9 / 46 / 10 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / -14.4936
9 / 46 / 11 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / -4.50683
9 / 46 / 12 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / 5.44923
9 / 46 / 13 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / 15.2792
9 / 46 / 14 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / 25.3079
9 / 46 / 15 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / 34.9081
9 / 46 / 16 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / 45.0132
9 / 46 / 17 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5071 / -88.1695 / 54.3853
9 / 46 / 18 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.025 / -13.5986 / -88.7669 / 64.5663
9 / 46 / 19 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5071 / -88.1695 / 73.7122
9 / 46 / 20 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5986 / -88.7669 / 83.9685
9 / 46 / 21 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5071 / -88.1695 / 92.8899
9 / 46 / 22 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5986 / -88.7669 / 103.221
9 / 46 / 23 / 507.5 / 0.5 / 9.02966 / -1.38329 / 5.02499 / -13.5071 / -88.1695 / 111.919
9 / 47 / 0 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.02499 / -4.44711 / -87.6896 / -111.921
9 / 47 / 1 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.02499 / -4.4165 / -87.086 / -101.557
9 / 47 / 2 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.02499 / -4.44711 / -87.6896 / -92.7367
9 / 47 / 3 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.02499 / -4.4165 / -87.086 / -82.4464
9 / 47 / 4 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.02499 / -4.44711 / -87.6896 / -73.4027
9 / 47 / 5 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / -63.1875
9 / 47 / 6 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / -53.9184
9 / 47 / 7 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / -43.7787
9 / 47 / 8 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / -34.2824
9 / 47 / 9 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / -24.2189
9 / 47 / 10 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / -14.4936
9 / 47 / 11 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / -4.50683
9 / 47 / 12 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / 5.44923
9 / 47 / 13 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / 15.2792
9 / 47 / 14 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / 25.3079
9 / 47 / 15 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / 34.9081
9 / 47 / 16 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / 45.0132
9 / 47 / 17 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.025 / -4.4165 / -87.086 / 54.3853
9 / 47 / 18 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.025 / -4.44711 / -87.6896 / 64.5663
9 / 47 / 19 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.02499 / -4.4165 / -87.086 / 73.7122
9 / 47 / 20 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.02499 / -4.44711 / -87.6896 / 83.9685
9 / 47 / 21 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.02499 / -4.4165 / -87.086 / 92.8899
9 / 47 / 22 / 507.5 / 0.5 / 9.12328 / -0.462677 / 5.02499 / -4.44711 / -87.6896 / 103.221
9 / 47 / 23 / 507.5 / 0.5 / 9.12327 / -0.462677 / 5.02499 / -4.4165 / -87.086 / 111.919
9 / 48 / 0 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.02499 / 4.54842 / -89.6872 / -111.921
9 / 48 / 1 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.02499 / 4.51781 / -89.0836 / -101.557
9 / 48 / 2 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.02499 / 4.54842 / -89.6872 / -92.7367
9 / 48 / 3 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.02499 / 4.51781 / -89.0836 / -82.4464
9 / 48 / 4 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.02499 / 4.54842 / -89.6872 / -73.4027
9 / 48 / 5 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / -63.1875
9 / 48 / 6 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / -53.9184
9 / 48 / 7 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / -43.7787
9 / 48 / 8 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / -34.2824
9 / 48 / 9 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / -24.2189
9 / 48 / 10 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / -14.4936
9 / 48 / 11 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / -4.50683
9 / 48 / 12 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / 5.44923
9 / 48 / 13 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / 15.2792
9 / 48 / 14 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / 25.3079
9 / 48 / 15 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / 34.9081
9 / 48 / 16 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / 45.0132
9 / 48 / 17 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.025 / 4.51781 / -89.0836 / 54.3853
9 / 48 / 18 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.025 / 4.54842 / -89.6872 / 64.5663
9 / 48 / 19 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.02499 / 4.51781 / -89.0836 / 73.7122
9 / 48 / 20 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.02499 / 4.54842 / -89.6872 / 83.9685
9 / 48 / 21 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.02499 / 4.51781 / -89.0836 / 92.8899
9 / 48 / 22 / 507.5 / 0.5 / 9.12328 / 0.462677 / 5.02499 / 4.54842 / -89.6872 / 103.221
9 / 48 / 23 / 507.5 / 0.5 / 9.12327 / 0.462677 / 5.02499 / 4.51781 / -89.0836 / 111.919
9 / 49 / 0 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.02499 / 13.2957 / -86.7898 / -111.921
9 / 49 / 1 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.02499 / 13.2042 / -86.1924 / -101.557
9 / 49 / 2 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.02499 / 13.2957 / -86.7898 / -92.7367
9 / 49 / 3 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.02499 / 13.2042 / -86.1924 / -82.4464
9 / 49 / 4 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.02499 / 13.2957 / -86.7898 / -73.4027
9 / 49 / 5 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.025 / 13.2042 / -86.1924 / -63.1875
9 / 49 / 6 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.025 / 13.2957 / -86.7898 / -53.9184
9 / 49 / 7 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.025 / 13.2042 / -86.1924 / -43.7787
9 / 49 / 8 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.025 / 13.2957 / -86.7898 / -34.2824
9 / 49 / 9 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.025 / 13.2042 / -86.1924 / -24.2189
9 / 49 / 10 / 507.5 / 0.5 / 9.02966 / 1.38329 / 5.025 / 13.2957 / -86.7898 / -14.4936
